sequence,survived,category
Entree -> Zombie -> Salle_Vide -> Fontaine_Sacree -> Salle_Vide -> Demon -> Gobelin -> Fontaine_Sacree -> Rat -> Inscription -> Or -> Rat -> Piege_a_Pics -> Or -> Repas -> Salle_Vide -> Liche -> Rat -> Inscription -> Minotaure -> Troll -> Inscription -> Salle_Vide -> Couloir -> Escalier -> Grande_Potion -> Piege_a_Pics -> Fosse -> Rat -> Dragon -> Gemmes -> Fontaine_Sacree -> Coffre -> Potion -> Coffre -> Couloir -> Piege_a_Pics -> Demon -> Inscription -> Escalier -> Demon -> Couloir -> Zombie -> Inscription -> Demon -> Demon -> Coffre -> Orc -> Coffre -> Salle_Vide -> Escalier -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Fontaine_Sacree -> Couloir -> Grande_Potion -> Hydre -> Couloir -> Liche -> Gemmes -> Or -> Piege_a_Pics -> Rat -> Zombie -> Fosse -> Troll -> Salle_Vide -> Gobelin -> Escalier -> Orc -> Zombie -> Coffre -> Liche -> Orc -> Salle_Vide -> Repas -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Escalier -> Potion -> Salle_Vide -> Salle_Vide -> Repas -> Inscription -> Coffre -> Rat -> Or -> Couloir -> Zombie -> Salle_Vide -> Troll -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Gaz_Toxique -> Inscription -> Fontaine_Sacree -> Demon -> Couloir -> Inscription -> Inscription -> Rat -> Hydre -> Or -> Couloir -> Rat -> Or -> Piege_a_Pics -> Coffre -> Fontaine_Sacree -> Coffre -> Couloir -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Inscription -> Gemmes -> Fontaine_Sacree -> Salle_Vide -> Couloir -> Fosse -> Or -> Gobelin -> Rat -> Inscription -> Zombie -> Gemmes -> Coffre -> Fontaine_Sacree -> Troll -> Escalier -> Gemmes -> Hydre -> Fontaine_Sacree -> Gaz_Toxique -> Gobelin -> Coffre -> Salle_Vide -> Fosse -> Gobelin -> Rat -> Potion -> Coffre -> Dragon -> Fosse -> Liche -> Fosse -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Or -> Inscription -> Zombie -> Zombie -> Escalier -> Gemmes -> Gemmes -> Salle_Vide -> Coffre -> Orc -> Salle_Vide -> Fosse -> Inscription -> Inscription -> Rat -> Inscription -> Salle_Vide -> Inscription -> Couloir -> Or -> Inscription -> Gemmes -> Gobelin -> Rat -> Gemmes -> Minotaure -> Coffre -> Zombie -> Gobelin -> Escalier -> Fontaine_Sacree -> Salle_Vide -> Salle_Vide -> Escalier -> Salle_Vide -> Salle_Vide -> Coffre -> Fosse -> Potion -> Minotaure -> Piege_a_Pics -> Couloir -> Salle_Vide -> Salle_Vide -> Coffre -> Coffre -> Couloir -> Or -> Inscription -> Rat -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Liche -> Inscription -> Inscription -> Or -> Or -> Or -> Or -> Escalier -> Zombie -> Or -> Fosse -> Inscription -> Fontaine_Sacree -> Fontaine_Sacree -> Fosse -> Inscription -> Rat -> Grande_Potion -> Inscription -> Repas -> Gobelin -> Demon -> Gobelin -> Troll -> Potion -> Escalier -> Zombie -> Salle_Vide -> Repas -> Rat -> Fontaine_Sacree -> Or -> Inscription -> Piege_a_Pics -> Piege_a_Pics -> Orc -> Rat -> Hydre -> Gobelin -> Couloir -> Rat -> Salle_Vide -> Coffre -> Gemmes -> Couloir -> Gemmes -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Gobelin -> Couloir -> Piege_a_Pics -> Minotaure -> Fontaine_Sacree -> Fontaine_Sacree -> Salle_Vide -> Repas -> Fosse -> Or -> Fosse -> Couloir -> Gemmes -> Potion -> Gemmes -> Zombie -> Troll -> Salle_Vide -> Or -> Salle_Vide -> Salle_Vide -> Couloir -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Repas -> Or -> Couloir -> Troll -> Couloir -> Couloir -> Salle_Vide -> Inscription -> Couloir -> Salle_Vide -> Demon -> Zombie -> Zombie -> Couloir -> Piege_a_Pics -> Liche -> Couloir -> Or -> Escalier -> Salle_Vide -> Couloir -> Fosse -> Gaz_Toxique -> Piege_a_Pics -> Grande_Potion -> Rat -> Inscription -> Inscription -> Zombie -> Troll -> Salle_Vide -> Or -> Gaz_Toxique -> Salle_Vide -> Gemmes -> Salle_Vide -> Zombie -> Salle_Vide -> Coffre -> Liche -> Coffre -> Inscription -> Gemmes -> Fosse -> Orc -> Inscription -> Inscription -> Zombie -> Piege_a_Pics -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Or -> Dragon -> Inscription -> Escalier -> Orc -> Demon -> Repas -> Orc -> Minotaure -> Troll -> Coffre -> Escalier -> Potion -> Zombie -> Salle_Vide -> Couloir -> Salle_Vide -> Repas -> Rat -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Inscription -> Fosse -> Repas -> Liche -> Gemmes -> Inscription -> Orc -> Salle_Vide -> Couloir -> Liche -> Escalier -> Piege_a_Pics -> Gaz_Toxique -> Salle_Vide -> Potion -> Escalier -> Gemmes -> Inscription -> Escalier -> Or -> Dragon -> Couloir -> Gobelin -> Gemmes -> Or -> Escalier -> Piege_a_Pics -> Gobelin -> Inscription -> Rat -> Escalier -> Couloir -> Gaz_Toxique -> Zombie -> Minotaure -> Escalier -> Coffre -> Inscription -> Escalier -> Couloir -> Or -> Escalier -> Salle_Vide -> Escalier -> Or -> Inscription -> Fosse -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Escalier -> Gobelin -> Escalier -> Or -> Gemmes -> Gemmes -> Piege_a_Pics -> Gaz_Toxique -> Gaz_Toxique -> Minotaure -> Potion -> Minotaure -> Escalier -> Gobelin -> Or -> Zombie -> Fosse -> Orc -> Zombie -> Minotaure -> Piege_a_Pics -> Zombie -> Rat -> Sortie,0,synthetic
Entree -> Grande_Potion -> Zombie -> Gobelin -> Rat -> Coffre -> Orc -> Inscription -> Potion -> Inscription -> Coffre -> Salle_Vide -> Orc -> Orc -> Escalier -> Repas -> Coffre -> Piege_a_Pics -> Fosse -> Couloir -> Zombie -> Coffre -> Fontaine_Sacree -> Couloir -> Piege_a_Pics -> Orc -> Piege_a_Pics -> Couloir -> Escalier -> Gemmes -> Demon -> Fontaine_Sacree -> Couloir -> Escalier -> Repas -> Piege_a_Pics -> Gobelin -> Escalier -> Repas -> Zombie -> Rat -> Escalier -> Coffre -> Fosse -> Piege_a_Pics -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Piege_a_Pics -> Coffre -> Coffre -> Fosse -> Gemmes -> Rat -> Gemmes -> Orc -> Orc -> Or -> Fosse -> Escalier -> Zombie -> Couloir -> Repas -> Demon -> Gaz_Toxique -> Potion -> Orc -> Gemmes -> Or -> Gaz_Toxique -> Fosse -> Escalier -> Gemmes -> Rat -> Escalier -> Rat -> Dragon -> Couloir -> Demon -> Escalier -> Salle_Vide -> Gaz_Toxique -> Orc -> Couloir -> Inscription -> Escalier -> Or -> Minotaure -> Gaz_Toxique -> Fosse -> Zombie -> Troll -> Coffre -> Coffre -> Rat -> Escalier -> Coffre -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Inscription -> Liche -> Escalier -> Salle_Vide -> Or -> Couloir -> Couloir -> Gemmes -> Couloir -> Inscription -> Inscription -> Zombie -> Salle_Vide -> Rat -> Salle_Vide -> Gemmes -> Escalier -> Inscription -> Gemmes -> Gaz_Toxique -> Escalier -> Gobelin -> Gobelin -> Piege_a_Pics -> Escalier -> Or -> Rat -> Rat -> Inscription -> Coffre -> Salle_Vide -> Couloir -> Gobelin -> Inscription -> Demon -> Inscription -> Demon -> Hydre -> Gobelin -> Rat -> Gemmes -> Salle_Vide -> Troll -> Grande_Potion -> Grande_Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Zombie -> Couloir -> Salle_Vide -> Salle_Vide -> Gaz_Toxique -> Or -> Gemmes -> Gobelin -> Potion -> Piege_a_Pics -> Orc -> Orc -> Potion -> Inscription -> Orc -> Salle_Vide -> Couloir -> Potion -> Escalier -> Rat -> Gemmes -> Inscription -> Coffre -> Gobelin -> Demon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Couloir -> Dragon -> Or -> Grande_Potion -> Zombie -> Orc -> Rat -> Gobelin -> Coffre -> Liche -> Troll -> Minotaure -> Dragon -> Gemmes -> Or -> Escalier -> Gemmes -> Couloir -> Piege_a_Pics -> Couloir -> Zombie -> Potion -> Rat -> Or -> Salle_Vide -> Inscription -> Gobelin -> Liche -> Or -> Salle_Vide -> Fontaine_Sacree -> Liche -> Rat -> Salle_Vide -> Piege_a_Pics -> Rat -> Troll -> Zombie -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Or -> Couloir -> Or -> Salle_Vide -> Fontaine_Sacree -> Salle_Vide -> Couloir -> Couloir -> Couloir -> Coffre -> Zombie -> Salle_Vide -> Rat -> Orc -> Escalier -> Fosse -> Hydre -> Fontaine_Sacree -> Couloir -> Inscription -> Or -> Couloir -> Couloir -> Inscription -> Grande_Potion -> Inscription -> Orc -> Gaz_Toxique -> Salle_Vide -> Gemmes -> Gemmes -> Grande_Potion -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Repas -> Escalier -> Fosse -> Or -> Fontaine_Sacree -> Inscription -> Escalier -> Orc -> Or -> Inscription -> Rat -> Rat -> Troll -> Coffre -> Gobelin -> Grande_Potion -> Escalier -> Salle_Vide -> Gemmes -> Gobelin -> Inscription -> Coffre -> Gemmes -> Liche -> Zombie -> Gemmes -> Gobelin -> Inscription -> Liche -> Demon -> Couloir -> Grande_Potion -> Orc -> Coffre -> Fosse -> Fontaine_Sacree -> Couloir -> Gemmes -> Couloir -> Gaz_Toxique -> Salle_Vide -> Salle_Vide -> Piege_a_Pics -> Fontaine_Sacree -> Fontaine_Sacree -> Fosse -> Zombie -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Piege_a_Pics -> Salle_Vide -> Coffre -> Gemmes -> Orc -> Coffre -> Escalier -> Salle_Vide -> Grande_Potion -> Piege_a_Pics -> Orc -> Gemmes -> Gemmes -> Repas -> Gemmes -> Gobelin -> Salle_Vide -> Zombie -> Fosse -> Potion -> Rat -> Couloir -> Inscription -> Escalier -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Rat -> Coffre -> Escalier -> Inscription -> Orc -> Coffre -> Or -> Fosse -> Gemmes -> Couloir -> Piege_a_Pics -> Orc -> Hydre -> Coffre -> Demon -> Gemmes -> Gobelin -> Inscription -> Orc -> Salle_Vide -> Escalier -> Salle_Vide -> Inscription -> Liche -> Or -> Fontaine_Sacree -> Zombie -> Gemmes -> Gemmes -> Piege_a_Pics -> Escalier -> Salle_Vide -> Couloir -> Gemmes -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Gaz_Toxique -> Orc -> Inscription -> Orc -> Couloir -> Or -> Orc -> Piege_a_Pics -> Gaz_Toxique -> Repas -> Inscription -> Orc -> Escalier -> Escalier -> Fosse -> Salle_Vide -> Gemmes -> Gaz_Toxique -> Gemmes -> Escalier -> Escalier -> Minotaure -> Gaz_Toxique -> Escalier -> Rat -> Dragon -> Salle_Vide -> Or -> Couloir -> Grande_Potion -> Liche -> Coffre -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Inscription -> Zombie -> Orc -> Couloir -> Orc -> Couloir -> Coffre -> Grande_Potion -> Inscription -> Rat -> Rat -> Coffre -> Salle_Vide -> Zombie -> Escalier -> Fontaine_Sacree -> Gobelin -> Couloir -> Gaz_Toxique -> Minotaure -> Couloir -> Gobelin -> Grande_Potion -> Coffre -> Coffre -> Salle_Vide -> Orc -> Repas -> Grande_Potion -> Rat -> Gobelin -> Repas -> Zombie -> Repas -> Liche -> Potion -> Inscription -> Escalier -> Zombie -> Fontaine_Sacree -> Or -> Salle_Vide -> Gobelin -> Potion -> Coffre -> Zombie -> Inscription -> Gaz_Toxique -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Escalier -> Salle_Vide -> Gobelin -> Gaz_Toxique -> Rat -> Gemmes -> Gemmes -> Salle_Vide -> Coffre -> Gobelin -> Dragon -> Fontaine_Sacree -> Gaz_Toxique -> Inscription -> Potion -> Fosse -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Coffre -> Zombie -> Dragon -> Gemmes -> Orc -> Salle_Vide -> Coffre -> Or -> Piege_a_Pics -> Dragon -> Coffre -> Rat -> Fontaine_Sacree -> Rat -> Salle_Vide -> Zombie -> Couloir -> Gemmes -> Liche -> Demon -> Sortie,0,synthetic
Entree -> Coffre -> Salle_Vide -> Zombie -> Escalier -> Piege_a_Pics -> Zombie -> Or -> Fosse -> Zombie -> Coffre -> Rat -> Couloir -> Potion -> Inscription -> Coffre -> Coffre -> Orc -> Dragon -> Orc -> Rat -> Piege_a_Pics -> Rat -> Escalier -> Hydre -> Rat -> Gemmes -> Repas -> Repas -> Minotaure -> Coffre -> Salle_Vide -> Rat -> Grande_Potion -> Gaz_Toxique -> Gobelin -> Inscription -> Rat -> Gaz_Toxique -> Fosse -> Couloir -> Dragon -> Salle_Vide -> Or -> Escalier -> Hydre -> Escalier -> Inscription -> Salle_Vide -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Escalier -> Gemmes -> Couloir -> Zombie -> Zombie -> Or -> Piege_a_Pics -> Couloir -> Coffre -> Gemmes -> Rat -> Fontaine_Sacree -> Escalier -> Grande_Potion -> Couloir -> Grande_Potion -> Or -> Gemmes -> Salle_Vide -> Potion -> Couloir -> Escalier -> Coffre -> Gobelin -> Coffre -> Coffre -> Inscription -> Escalier -> Zombie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Demon -> Gemmes -> Escalier -> Minotaure -> Salle_Vide -> Fontaine_Sacree -> Zombie -> Gobelin -> Potion -> Orc -> Gemmes -> Salle_Vide -> Troll -> Inscription -> Zombie -> Fontaine_Sacree -> Zombie -> Zombie -> Piege_a_Pics -> Fontaine_Sacree -> Dragon -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Rat -> Escalier -> Inscription -> Fosse -> Couloir -> Potion -> Hydre -> Or -> Coffre -> Inscription -> Couloir -> Or -> Coffre -> Coffre -> Zombie -> Salle_Vide -> Fosse -> Orc -> Zombie -> Salle_Vide -> Gobelin -> Couloir -> Escalier -> Inscription -> Gemmes -> Hydre -> Fosse -> Couloir -> Salle_Vide -> Salle_Vide -> Escalier -> Liche -> Liche -> Sortie,0,synthetic
Entree -> Escalier -> Or -> Couloir -> Or -> Couloir -> Gobelin -> Fosse -> Minotaure -> Troll -> Fosse -> Repas -> Couloir -> Gaz_Toxique -> Coffre -> Fosse -> Gobelin -> Gobelin -> Or -> Zombie -> Hydre -> Coffre -> Hydre -> Piege_a_Pics -> Fontaine_Sacree -> Inscription -> Coffre -> Dragon -> Orc -> Coffre -> Piege_a_Pics -> Potion -> Gobelin -> Liche -> Gobelin -> Gaz_Toxique -> Gobelin -> Hydre -> Grande_Potion -> Inscription -> Potion -> Hydre -> Couloir -> Grande_Potion -> Hydre -> Gemmes -> Liche -> Sortie,0,synthetic
Entree -> Troll -> Gemmes -> Salle_Vide -> Gemmes -> Inscription -> Gaz_Toxique -> Couloir -> Rat -> Piege_a_Pics -> Couloir -> Salle_Vide -> Rat -> Minotaure -> Salle_Vide -> Salle_Vide -> Repas -> Or -> Salle_Vide -> Demon -> Repas -> Couloir -> Or -> Piege_a_Pics -> Troll -> Gemmes -> Couloir -> Salle_Vide -> Or -> Couloir -> Potion -> Zombie -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Liche -> Inscription -> Escalier -> Inscription -> Couloir -> Demon -> Dragon -> Piege_a_Pics -> Coffre -> Grande_Potion -> Inscription -> Troll -> Rat -> Inscription -> Gaz_Toxique -> Zombie -> Hydre -> Liche -> Fontaine_Sacree -> Escalier -> Salle_Vide -> Demon -> Or -> Zombie -> Piege_a_Pics -> Fontaine_Sacree -> Zombie -> Demon -> Sortie,0,synthetic
Entree -> Rat -> Gemmes -> Minotaure -> Repas -> Troll -> Escalier -> Escalier -> Escalier -> Couloir -> Coffre -> Escalier -> Gemmes -> Salle_Vide -> Zombie -> Inscription -> Salle_Vide -> Orc -> Escalier -> Piege_a_Pics -> Couloir -> Troll -> Inscription -> Dragon -> Sortie,0,synthetic
Entree -> Rat -> Gemmes -> Or -> Or -> Dragon -> Dragon -> Piege_a_Pics -> Zombie -> Piege_a_Pics -> Fosse -> Or -> Hydre -> Fosse -> Minotaure -> Salle_Vide -> Inscription -> Gemmes -> Inscription -> Orc -> Zombie -> Grande_Potion -> Salle_Vide -> Hydre -> Or -> Minotaure -> Orc -> Gemmes -> Zombie -> Troll -> Couloir -> Dragon -> Gemmes -> Gobelin -> Zombie -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Rat -> Escalier -> Or -> Liche -> Inscription -> Orc -> Zombie -> Gemmes -> Or -> Troll -> Gobelin -> Escalier -> Or -> Gobelin -> Repas -> Gaz_Toxique -> Couloir -> Fontaine_Sacree -> Inscription -> Gemmes -> Gemmes -> Couloir -> Zombie -> Minotaure -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Escalier -> Grande_Potion -> Repas -> Zombie -> Coffre -> Escalier -> Rat -> Or -> Escalier -> Piege_a_Pics -> Coffre -> Rat -> Orc -> Or -> Gemmes -> Fosse -> Zombie -> Orc -> Fontaine_Sacree -> Escalier -> Coffre -> Minotaure -> Gaz_Toxique -> Liche -> Salle_Vide -> Grande_Potion -> Rat -> Zombie -> Gemmes -> Coffre -> Zombie -> Escalier -> Salle_Vide -> Or -> Couloir -> Gemmes -> Dragon -> Couloir -> Salle_Vide -> Fosse -> Salle_Vide -> Grande_Potion -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Coffre -> Couloir -> Rat -> Escalier -> Orc -> Rat -> Grande_Potion -> Demon -> Gobelin -> Troll -> Salle_Vide -> Inscription -> Couloir -> Orc -> Coffre -> Fosse -> Gaz_Toxique -> Zombie -> Liche -> Zombie -> Rat -> Grande_Potion -> Orc -> Demon -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Salle_Vide -> Zombie -> Hydre -> Orc -> Coffre -> Demon -> Salle_Vide -> Escalier -> Inscription -> Gaz_Toxique -> Zombie -> Minotaure -> Couloir -> Troll -> Rat -> Zombie -> Couloir -> Demon -> Gemmes -> Minotaure -> Salle_Vide -> Zombie -> Salle_Vide -> Orc -> Troll -> Salle_Vide -> Dragon -> Orc -> Inscription -> Escalier -> Escalier -> Inscription -> Troll -> Gobelin -> Sortie,0,synthetic
Entree -> Hydre -> Gobelin -> Rat -> Potion -> Or -> Minotaure -> Or -> Fontaine_Sacree -> Salle_Vide -> Salle_Vide -> Inscription -> Coffre -> Orc -> Hydre -> Minotaure -> Rat -> Zombie -> Inscription -> Salle_Vide -> Inscription -> Repas -> Or -> Gobelin -> Or -> Rat -> Escalier -> Zombie -> Coffre -> Escalier -> Coffre -> Escalier -> Or -> Gobelin -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Inscription -> Escalier -> Salle_Vide -> Gemmes -> Piege_a_Pics -> Salle_Vide -> Inscription -> Fosse -> Grande_Potion -> Inscription -> Coffre -> Coffre -> Grande_Potion -> Piege_a_Pics -> Or -> Salle_Vide -> Inscription -> Escalier -> Salle_Vide -> Zombie -> Escalier -> Escalier -> Minotaure -> Orc -> Couloir -> Coffre -> Zombie -> Coffre -> Escalier -> Orc -> Rat -> Salle_Vide -> Or -> Gaz_Toxique -> Inscription -> Inscription -> Coffre -> Salle_Vide -> Escalier -> Grande_Potion -> Gobelin -> Escalier -> Troll -> Gemmes -> Orc -> Zombie -> Troll -> Dragon -> Inscription -> Coffre -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Couloir -> Salle_Vide -> Gaz_Toxique -> Gemmes -> Couloir -> Escalier -> Inscription -> Inscription -> Escalier -> Inscription -> Salle_Vide -> Gaz_Toxique -> Demon -> Coffre -> Potion -> Inscription -> Gaz_Toxique -> Dragon -> Orc -> Zombie -> Gobelin -> Fontaine_Sacree -> Gaz_Toxique -> Salle_Vide -> Demon -> Coffre -> Repas -> Gemmes -> Salle_Vide -> Zombie -> Salle_Vide -> Escalier -> Liche -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Potion -> Gobelin -> Couloir -> Inscription -> Couloir -> Zombie -> Salle_Vide -> Gobelin -> Gemmes -> Gobelin -> Escalier -> Inscription -> Piege_a_Pics -> Or -> Inscription -> Fontaine_Sacree -> Inscription -> Inscription -> Orc -> Salle_Vide -> Gobelin -> Coffre -> Troll -> Dragon -> Demon -> Rat -> Rat -> Zombie -> Inscription -> Repas -> Orc -> Gobelin -> Salle_Vide -> Salle_Vide -> Fontaine_Sacree -> Gobelin -> Piege_a_Pics -> Piege_a_Pics -> Inscription -> Fosse -> Salle_Vide -> Orc -> Escalier -> Piege_a_Pics -> Inscription -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Fosse -> Salle_Vide -> Rat -> Escalier -> Couloir -> Rat -> Gobelin -> Potion -> Fosse -> Escalier -> Potion -> Liche -> Salle_Vide -> Minotaure -> Gobelin -> Salle_Vide -> Hydre -> Couloir -> Potion -> Demon -> Couloir -> Gobelin -> Zombie -> Orc -> Inscription -> Gaz_Toxique -> Piege_a_Pics -> Coffre -> Coffre -> Fosse -> Rat -> Sortie,0,synthetic
